DateTime,EraTemperatureMilliDegC,UcTemperatureMilliDegC
41:55.3,-1000,513
41:59.5,-1000,512
42:00.3,-1000,512
42:04.5,-1000,510
42:05.3,-1000,510
42:09.6,-1000,510
42:10.3,-1000,510
42:14.5,-1500,509
42:15.3,-1500,509
42:19.5,-1500,507
42:20.3,-1500,507
42:24.5,-1500,507
42:25.3,-1500,507
42:29.6,-1500,505
42:30.3,-1500,505
42:34.6,-1500,505
42:35.3,-1500,505
42:39.6,-1500,504
42:40.3,-1500,504
42:44.6,-1500,503
42:45.3,-1500,502
42:49.6,-1500,502
42:50.3,-1500,502
42:54.6,-1500,501
42:55.3,-1500,501
42:59.6,-1500,501
43:00.4,-1500,500
43:04.6,-1500,499
43:05.4,-1500,499
43:09.6,-1500,498
43:10.4,-1500,498
43:14.6,-1500,498
43:15.4,-1500,498
43:19.6,-1500,496
43:20.4,-2000,496
43:24.6,-2000,496
43:25.4,-2000,496
43:29.7,-2000,494
43:30.4,-2000,494
43:34.6,-2000,494
43:35.4,-2000,494
43:39.7,-2000,493
43:40.6,-2000,493
43:44.7,-2000,492
43:45.4,-2000,492
43:49.7,-2000,491
43:50.4,-2000,491
43:54.7,-2000,490
43:55.4,-2000,490
43:59.7,-2000,490
44:00.5,-2000,490
44:04.7,-2000,489
44:05.5,-2000,489
44:09.7,-2000,488
44:10.5,-2000,488
44:14.7,-2000,487
44:15.5,-2000,487
44:19.7,-2000,487
44:20.5,-2000,486
44:24.7,-2000,486
44:25.5,-2000,485
44:29.7,-2000,485
44:30.5,-2000,485
44:34.8,-2000,484
44:35.5,-2000,484
44:39.7,-2000,483
44:40.6,-2000,483
44:44.8,-2000,483
44:45.5,-2000,482
44:49.8,-2000,482
44:50.5,-2000,482
44:54.8,-2500,481
44:55.5,-2500,480
44:59.8,-2500,480
45:00.5,-2500,480
45:04.8,-2500,479
45:05.6,-2500,479
45:09.9,-2500,479
45:10.6,-2500,478
45:14.8,-2500,477
45:15.6,-2500,477
45:19.8,-2500,477
45:20.6,-2500,477
45:24.8,-2500,476
45:25.6,-2500,476
45:29.8,-2500,475
45:30.6,-2500,475
45:34.8,-2500,474
45:35.6,-2500,474
45:39.8,-2500,474
45:40.6,-2500,474
45:44.9,-2500,473
45:45.6,-2500,473
45:49.9,-2500,473
45:50.6,-2500,472
45:54.9,-2500,472
45:55.6,-2500,471
45:59.9,-2500,471
46:00.6,-2500,471
46:04.9,-2500,471
46:05.6,-2500,470
46:10.0,-2500,469
46:10.7,-2500,469
46:14.9,-2500,469
46:15.6,-2500,469
46:19.9,-2500,468
46:20.7,-2500,468
46:24.9,-2500,467
46:25.7,-2500,467
46:29.9,-2500,466
46:30.7,-2500,466
46:34.9,-2500,466
46:35.7,-2500,466
46:39.9,-2500,465
46:40.7,-2500,465
46:44.9,-2500,464
46:45.7,-2500,464
46:50.0,-2500,463
46:50.7,-2500,463
46:55.0,-2500,463
46:55.7,-2500,463
47:00.0,-3000,462
47:00.7,-3000,462
47:05.0,-3000,461
47:05.7,-3000,462
47:10.0,-3000,460
47:10.7,-3000,460
47:15.0,-3000,460
47:15.8,-3000,460
47:20.0,-3000,459
47:20.8,-3000,459
47:25.0,-3000,458
47:25.8,-3000,458
47:30.0,-3000,458
47:30.8,-3000,458
47:35.0,-3000,457
47:35.8,-3000,457
47:40.0,-3000,457
47:40.8,-3000,457
47:45.0,-3000,456
47:45.8,-3000,456
47:50.0,-3000,455
47:50.8,-3000,455
47:55.0,-3000,455
47:55.8,-3000,455
48:00.0,-3000,454
48:00.8,-3000,454
48:05.1,-3000,454
48:05.8,-3000,454
48:10.1,-3000,454
48:10.8,-3000,453
48:15.1,-3000,452
48:15.8,-3000,452
48:20.1,-3000,452
48:20.8,-3000,452
48:25.1,-3000,451
48:25.9,-3000,452
48:30.1,-3000,451
48:30.9,-3000,451
48:35.1,-3000,451
48:35.9,-3000,450
48:40.1,-3000,449
48:40.9,-3000,449
48:45.1,-3000,449
48:45.9,-3000,449
48:50.1,-3000,448
48:50.9,-3000,448
48:55.1,-3000,447
48:55.9,-3000,447
49:00.2,-3000,447
49:00.9,-3000,447
49:05.1,-3500,446
49:05.9,-3500,446
49:10.2,-3500,446
49:10.9,-3500,446
49:15.2,-3500,445
49:15.9,-3500,445
49:20.2,-3500,444
49:20.9,-3500,444
49:25.2,-3500,444
49:26.0,-3500,444
49:30.2,-3500,443
49:31.0,-3500,443
49:35.2,-3500,443
49:36.0,-3500,443
49:40.2,-3500,442
49:41.0,-3500,442
49:45.2,-3500,441
49:46.0,-3500,441
49:50.2,-3500,441
49:51.0,-3500,441
49:55.2,-3500,441
49:56.0,-3500,441
50:00.2,-3500,440
50:01.0,-3500,440
50:05.2,-3500,440
50:06.0,-3500,440
50:10.3,-3500,440
50:11.0,-3500,440
50:15.3,-3500,439
50:16.0,-3500,439
50:20.3,-3500,438
50:21.0,-3500,438
50:25.3,-3500,438
50:26.0,-3500,438
50:30.3,-3500,437
50:31.0,-3500,437
50:35.3,-3500,437
50:36.0,-3500,437
50:40.3,-3500,436
50:41.1,-3500,436
50:45.3,-3500,435
50:46.1,-3500,435
50:50.3,-3500,435
50:51.1,-3500,435
50:55.3,-3500,435
50:56.1,-3500,435
51:00.3,-3500,433
51:01.1,-3500,433
51:05.3,-3500,433
51:06.1,-3500,433
51:10.4,-3500,433
51:11.1,-3500,433
51:15.4,-3500,432
51:16.1,-3500,432
51:20.4,-4000,432
51:21.1,-4000,432
51:25.4,-4000,432
51:26.1,-4000,432
51:30.4,-4000,431
51:31.1,-4000,431
51:35.4,-4000,430
51:36.1,-4000,430
51:40.4,-4000,430
51:41.2,-4000,430
51:45.4,-4000,430
51:46.2,-4000,430
51:50.4,-4000,429
51:51.2,-4000,429
51:55.4,-4000,429
51:56.2,-4000,429
52:00.4,-4000,429
52:01.2,-4000,429
52:05.4,-4000,429
52:06.2,-4000,428
52:10.4,-4000,428
52:11.2,-4000,428
52:15.4,-3500,428
52:16.2,-3500,427
52:20.4,-3500,427
52:21.2,-3500,427
52:25.5,-3500,427
52:26.2,-3500,427
52:30.5,-3500,426
52:31.2,-3500,427
52:35.5,-3500,426
52:36.2,-3500,426
52:40.6,-3500,426
52:41.3,-3500,426
52:45.5,-3500,426
52:46.3,-3500,425
52:50.5,-3500,425
52:51.3,-3500,425
52:55.5,-3500,424
52:56.3,-3500,424
53:00.5,-4000,424
53:01.3,-4000,424
53:05.5,-4000,423
53:06.3,-4000,423
53:10.5,-4000,423
53:11.3,-4000,422
53:15.5,-4000,422
53:16.3,-4000,422
53:20.5,-4000,422
53:21.3,-4000,422
53:25.5,-4000,421
53:26.3,-4000,421
53:30.6,-4000,421
53:31.3,-4000,421
53:35.6,-4000,421
53:36.3,-4000,421
53:40.6,-4000,420
53:41.3,-4000,420
53:45.6,-4000,420
53:46.4,-4000,420
53:50.6,-4000,419
53:51.4,-4000,419
53:55.6,-4000,419
53:56.4,-4000,419
54:00.6,-4000,419
54:01.4,-4000,418
54:05.6,-4000,418
54:06.4,-4000,419
54:10.6,-4000,418
54:11.4,-4000,418
54:15.6,-4000,418
54:16.4,-4000,418
54:20.6,-4000,417
54:21.4,-4000,417
54:25.6,-4000,417
54:26.4,-4000,417
54:30.7,-4000,416
54:31.4,-4000,416
54:35.7,-4000,416
54:36.4,-4000,416
54:40.7,-4000,416
54:41.4,-4000,416
54:45.7,-4000,416
54:46.4,-4000,415
54:50.7,-4000,415
54:51.4,-4000,415
54:55.7,-4000,415
54:56.4,-4000,415
55:00.7,-4000,415
55:01.5,-4000,415
55:05.7,-4000,415
55:06.5,-4000,414
55:10.7,-4000,413
55:11.5,-4000,414
55:15.7,-4000,413
55:16.5,-4000,413
55:20.7,-4000,413
55:21.5,-4000,413
55:25.7,-4000,412
55:26.5,-4000,413
55:30.7,-4500,412
55:31.5,-4000,412
55:35.7,-4500,411
55:36.5,-4500,411
55:40.7,-4500,411
55:41.5,-4500,411
55:45.8,-4500,411
55:46.5,-4500,411
55:50.8,-4500,411
55:51.5,-4500,411
55:55.8,-4500,410
55:56.5,-4500,410
56:00.8,-4500,410
56:01.6,-4500,410
56:05.8,-4500,410
56:06.7,-4500,410
56:10.8,-4500,410
56:11.6,-4500,410
56:15.8,-4500,409
56:16.6,-4500,410
56:20.8,-4500,409
56:21.6,-4500,409
56:25.8,-4500,409
56:26.6,-4500,409
56:30.8,-4500,408
56:31.6,-4500,408
56:35.8,-4500,408
56:36.6,-4500,408
56:40.8,-4500,408
56:41.6,-4500,408
56:45.9,-4500,408
56:46.6,-4500,407
56:50.9,-4500,407
56:51.6,-4500,407
56:55.9,-4500,407
56:56.6,-4500,407
57:00.9,-4500,407
57:01.6,-4500,407
57:05.9,-4500,407
57:06.6,-4500,407
57:10.9,-4500,406
57:11.7,-4500,406
57:15.9,-4500,406
57:16.7,-4500,406
57:20.9,-4500,405
57:21.7,-4500,405
57:25.9,-4500,405
57:26.7,-4500,405
57:30.9,-4500,405
57:31.7,-4500,405
57:35.9,-4500,404
57:36.7,-4500,404
57:41.0,-4500,404
57:41.7,-4500,404
57:45.9,-4500,404
57:46.7,-4500,404
57:51.0,-4500,404
57:51.7,-4500,403
57:56.0,-4500,403
57:56.7,-4500,403
58:01.0,-4500,403
58:01.7,-4500,403
58:06.0,-4500,402
58:06.8,-4500,402
58:11.0,-4500,402
58:11.8,-4500,402
58:16.0,-4500,402
58:16.7,-4500,402
58:21.0,-4500,402
58:21.8,-4500,402
58:26.0,-4500,402
58:26.8,-4500,402
58:31.0,-4500,401
58:31.8,-4500,402
58:36.0,-4500,401
58:36.8,-4500,401
58:41.0,-4500,401
58:41.8,-4500,401
58:46.1,-4500,401
58:46.8,-4500,401
58:51.1,-4500,401
58:51.8,-4500,401
58:56.0,-4500,401
58:56.8,-4500,401
59:01.1,-4500,400
59:01.8,-4500,401
59:06.1,-4500,401
59:06.8,-4500,400
59:11.1,-4500,400
59:11.8,-4500,400
59:16.1,-4500,400
59:16.8,-4500,399
59:21.1,-4500,399
59:21.9,-4500,399
59:26.1,-4500,399
59:26.9,-4500,399
59:31.1,-4500,399
59:31.9,-4500,399
59:36.1,-4500,398
59:36.9,-4500,399
59:41.1,-4500,398
59:41.9,-4500,398
59:46.1,-4500,397
59:46.9,-4500,397
59:51.1,-4500,397
59:51.9,-4500,397
59:56.1,-4500,397
59:56.9,-4500,397
00:01.2,-4500,397
00:01.9,-4500,397
00:06.2,-4500,396
00:06.9,-4500,396
00:11.2,-4500,396
00:11.9,-4500,396
00:16.2,-4500,396
00:16.9,-4500,396
00:21.2,-4500,396
00:21.9,-4500,396
00:26.2,-4500,396
00:27.0,-4500,396
00:31.2,-4500,396
00:32.0,-4500,396
00:36.2,-4500,395
00:37.0,-4500,395
00:41.2,-4500,394
00:42.0,-4500,395
00:46.2,-4500,394
00:47.0,-4500,394
00:51.2,-4500,395
00:52.0,-4500,394
00:56.2,-4500,394
00:57.0,-4500,394
01:01.2,-4500,394
01:02.0,-4500,394
01:06.2,-4500,394
01:07.0,-4500,394
01:11.3,-4500,394
01:12.0,-4500,394
01:16.3,-4500,394
01:17.0,-4500,394
01:21.3,-4500,394
01:22.0,-4500,394
01:26.3,-4500,394
01:27.1,-4500,394
01:31.3,-4500,393
01:32.1,-4500,393
01:36.3,-4500,393
01:37.1,-4500,393
01:41.3,-4500,393
01:42.1,-4500,393
01:46.3,-4500,393
01:47.1,-4500,393
01:51.3,-4500,393
01:52.1,-4500,393
01:56.3,-4500,392
01:57.1,-4500,392
02:01.3,-4500,392
02:02.1,-4500,392
02:06.4,-4500,391
02:07.1,-4500,391
02:11.4,-4500,391
02:12.1,-4500,391
02:16.4,-5000,391
02:17.1,-5000,391
02:21.4,-5000,390
02:22.1,-5000,391
02:26.4,-5000,391
02:27.1,-5000,390
02:31.4,-5000,390
02:32.1,-5000,390
02:36.4,-5000,390
02:37.2,-5000,390
02:41.4,-5000,390
02:42.1,-5000,390
02:46.4,-5000,390
02:47.2,-5000,390
02:51.4,-5000,390
02:52.2,-5000,390
02:56.4,-5000,390
02:57.2,-5000,389
03:01.4,-5000,390
03:02.2,-5000,390
03:06.4,-5000,390
03:07.2,-5000,389
03:11.4,-5000,389
03:12.2,-5000,389
03:16.4,-5000,389
03:17.2,-5000,389
03:21.5,-5000,389
03:22.2,-5000,389
03:26.5,-4500,389
03:27.2,-4500,389
03:31.5,-4500,389
03:32.2,-4500,389
03:36.5,-4500,388
03:37.2,-4500,388
03:41.5,-4500,388
03:42.3,-4500,388
03:46.5,-4500,388
03:47.3,-4500,388
03:51.5,-4500,388
03:52.3,-4500,388
03:56.5,-4500,388
03:57.3,-4500,388
04:01.5,-4500,388
04:02.3,-4500,388
04:06.5,-4500,387
04:07.3,-4500,387
04:11.5,-4500,387
04:12.3,-4500,387
04:16.5,-4500,387
04:17.3,-4500,387
04:21.5,-4500,386
04:22.3,-5000,386
04:26.6,-5000,386
04:27.3,-5000,386
04:31.6,-5000,386
04:32.3,-5000,386
04:36.6,-5000,386
04:37.3,-5000,386
04:41.6,-5000,386
04:42.3,-5000,386
04:46.6,-5000,386
04:47.4,-5000,385
04:51.6,-5000,385
04:52.4,-5000,385
04:56.6,-5000,385
04:57.4,-5000,385
05:01.6,-5000,385
05:02.4,-5000,385
05:06.6,-5000,385
05:07.4,-5000,385
05:11.6,-5000,385
05:12.4,-5000,385
05:16.6,-5000,385
05:17.4,-5000,385
05:21.6,-5000,385
05:22.4,-5000,385
05:26.7,-5000,385
05:27.4,-5000,385
05:31.7,-5000,385
05:32.4,-5000,385
05:36.7,-5000,385
05:37.4,-5000,385
05:41.7,-4500,384
05:42.4,-4500,385
05:46.7,-4500,385
05:47.4,-4500,385
05:51.7,-4500,384
05:52.5,-4500,385
05:56.7,-4500,384
05:57.5,-4500,384
06:01.7,-4500,384
06:02.5,-4500,384
06:06.7,-4500,384
06:07.5,-4500,384
06:11.7,-4500,384
06:12.5,-4500,384
06:16.7,-4500,383
06:17.5,-4500,383
06:21.7,-4500,383
06:22.5,-4500,383
06:26.8,-4500,383
06:27.5,-4500,383
06:31.8,-4500,383
06:32.5,-4500,383
06:36.8,-4500,383
06:37.5,-4500,383
06:41.8,-5000,383
06:42.5,-5000,382
06:46.8,-5000,382
06:47.5,-5000,383
06:51.8,-5000,383
06:52.5,-5000,382
06:56.8,-5000,382
06:57.5,-5000,382
07:01.8,-5000,382
07:02.5,-5000,382
07:06.8,-5000,382
07:07.6,-5000,382
07:11.8,-5000,382
07:12.6,-5000,382
07:16.8,-5000,382
07:17.6,-5000,382
07:21.8,-5000,382
07:22.6,-5000,382
07:26.8,-5000,381
07:27.6,-5000,382
07:31.8,-5000,382
07:32.6,-5000,381
07:36.8,-5000,381
07:37.6,-5000,381
07:41.9,-5000,381
07:42.6,-5000,381
07:46.9,-5000,382
07:47.6,-5000,381
07:51.9,-5000,381
07:52.7,-5000,381
07:56.9,-5000,381
07:57.6,-5000,381
08:01.9,-5000,381
08:02.6,-4500,381
08:06.9,-4500,381
08:07.6,-4500,381
08:11.9,-4500,381
08:12.7,-4500,381
08:16.9,-4500,381
08:17.7,-4500,381
08:21.9,-4500,381
08:22.7,-4500,381
08:26.9,-4500,381
08:27.7,-4500,381
08:31.9,-4500,380
08:32.7,-4500,380
08:36.9,-4500,380
08:37.7,-4500,380
08:41.9,-4500,380
08:42.7,-4500,380
08:47.0,-4500,380
08:47.7,-4500,380
08:52.0,-4500,380
08:52.7,-4500,380
08:57.0,-4500,380
08:57.7,-4500,380
09:02.0,-5000,379
09:02.7,-5000,380
09:07.0,-5000,379
09:07.7,-5000,379
09:12.0,-5000,379
09:12.8,-5000,379
09:17.0,-5000,379
09:17.8,-5000,379
09:22.0,-5000,379
09:22.8,-5000,379
09:27.0,-5000,379
09:27.8,-5000,379
09:32.0,-5000,379
09:32.8,-5000,379
09:37.0,-5000,379
09:37.8,-5000,379
09:42.0,-5000,379
09:42.8,-5000,379
09:47.1,-5000,379
09:47.8,-5000,378
09:52.1,-5000,379
09:52.8,-5000,378
09:57.1,-5000,379
09:57.8,-5000,379
10:02.1,-5000,378
10:02.8,-5000,379
10:07.1,-5000,378
10:07.8,-5000,379
10:12.1,-5000,379
10:12.8,-5000,378
10:17.1,-5000,378
10:17.9,-5000,379
10:22.1,-5000,378
10:22.9,-5000,379
10:27.1,-5000,378
10:27.9,-5000,378
10:32.1,-5000,378
10:32.9,-5000,378
10:37.1,-5000,378
10:37.9,-4500,378
10:42.1,-4500,378
10:42.9,-4500,378
10:47.1,-4500,378
10:47.9,-4500,378
10:52.1,-4500,378
10:52.9,-4500,377
10:57.1,-5000,377
10:57.9,-5000,377
11:02.2,-5000,377
11:02.9,-5000,377
11:07.2,-5000,377
11:07.9,-5000,377
11:12.2,-5000,377
11:12.9,-5000,377
11:17.2,-5000,377
11:17.9,-5000,377
11:22.2,-5000,377
11:23.0,-5000,377
11:27.2,-5000,377
11:28.0,-5000,377
11:32.2,-5000,376
11:33.0,-5000,376
11:37.2,-5000,376
11:38.0,-5000,376
11:42.2,-5000,376
11:43.0,-5000,376
11:47.2,-5000,376
11:48.0,-5000,375
11:52.2,-5000,375
11:53.0,-5000,375
11:57.2,-5000,376
11:58.0,-5000,375
12:02.2,-5000,375
12:03.0,-5000,376
12:07.3,-5000,376
12:08.0,-5000,375
12:12.3,-5000,376
12:13.0,-5000,376
12:17.3,-5000,375
12:18.1,-5000,375
12:22.3,-5000,375
12:23.1,-5000,376
12:27.3,-5000,376
12:28.1,-5000,376
12:32.3,-5000,376
12:33.1,-5000,376
12:37.4,-5000,375
12:38.1,-5000,375
12:42.3,-4500,376
12:43.1,-4500,376
12:47.3,-4500,376
12:48.1,-4500,376
12:52.3,-4500,376
12:53.1,-4500,376
12:57.3,-4500,376
12:58.1,-4500,376
13:02.3,-4500,376
13:03.1,-4500,376
13:07.3,-4500,376
13:08.1,-4500,376
13:12.4,-4500,375
13:13.1,-4500,376
13:17.4,-4500,375
13:18.1,-4500,375
13:22.4,-4500,375
13:23.2,-4500,375
13:27.4,-4500,375
13:28.2,-4500,375
13:32.4,-4500,375
13:33.2,-4500,375
13:37.4,-4500,375
13:38.2,-4500,375
13:42.4,-4500,375
13:43.2,-4500,375
13:47.4,-5000,375
13:48.2,-5000,375
13:52.4,-5000,375
13:53.2,-5000,375
13:57.4,-5000,374
13:58.2,-5000,374
14:02.4,-5000,374
14:03.2,-5000,374
14:07.4,-5000,374
14:08.2,-5000,374
14:12.5,-5000,374
14:13.2,-5000,374
14:17.5,-5000,374
14:18.2,-5000,374
14:22.5,-5000,374
14:23.2,-5000,374
14:27.5,-5000,374
14:28.2,-5000,374
14:32.6,-5000,374
14:33.2,-5000,374
14:37.5,-5000,374
14:38.2,-5000,374
14:42.5,-5000,374
14:43.3,-5000,374
14:47.5,-5000,374
14:48.3,-5000,374
14:52.5,-5000,374
14:53.3,-5000,374
14:57.5,-5000,374
14:58.3,-5000,374
15:02.5,-5000,374
15:03.3,-5000,374
15:07.5,-4500,374
15:08.3,-4500,374
15:12.5,-4500,374
15:13.3,-4500,374
15:17.6,-4500,374
15:18.3,-4500,374
15:22.6,-5000,374
15:23.3,-4500,374
15:27.6,-5000,374
15:28.3,-4500,374
15:32.6,-5000,374
15:33.3,-5000,374
15:37.6,-5000,374
15:38.3,-5000,374
15:42.6,-5000,374
15:43.4,-5000,373
15:47.6,-5000,373
15:48.4,-5000,373
15:52.6,-5000,373
15:53.4,-5000,373
15:57.6,-5000,373
15:58.4,-5000,373
16:02.6,-5000,372
16:03.4,-5000,373
16:07.6,-5000,372
16:08.4,-5000,373
16:12.6,-5000,372
16:13.4,-5000,372
16:17.7,-5000,372
16:18.4,-5000,372
16:22.6,-5000,372
16:23.4,-5000,372
16:27.7,-5000,372
16:28.4,-5000,372
16:32.7,-5000,372
16:33.4,-5000,372
16:37.7,-5000,372
16:38.4,-5000,372
16:42.7,-5000,372
16:43.4,-5000,372
16:47.7,-5000,372
16:48.5,-5000,372
16:52.7,-5000,372
16:53.5,-5000,372
16:57.7,-5000,372
16:58.5,-5000,372
17:02.7,-5000,372
17:03.5,-5000,372
17:07.8,-5000,372
17:08.5,-5000,372
17:12.7,-5000,372
17:13.5,-5000,372
17:17.8,-5000,372
17:18.5,-5000,372
17:22.7,-5000,372
17:23.5,-5000,372
17:27.7,-5000,372
17:28.5,-5000,372
17:32.8,-5000,372
17:33.5,-5000,372
17:37.8,-5000,372
17:38.5,-5000,372
17:42.8,-5000,372
17:43.5,-5000,372
17:47.8,-5000,372
17:48.6,-5000,372
17:52.8,-5000,372
17:53.5,-5000,372
17:57.8,-5000,372
17:58.6,-5000,372
18:02.8,-5000,372
18:03.6,-5000,372
18:07.8,-5000,372
18:08.6,-5000,372
18:12.8,-5000,372
18:13.6,-5000,372
18:17.8,-5000,372
18:18.6,-5000,371
18:22.8,-5000,371
18:23.6,-5000,371
18:27.8,-5000,371
18:28.6,-5000,371
18:32.9,-5000,371
18:33.6,-5000,371
18:37.9,-5000,371
18:38.6,-5000,371
18:42.9,-5000,371
18:43.6,-5000,371
18:47.9,-5000,371
18:48.6,-5000,371
18:52.9,-5000,371
18:53.6,-5000,371
18:57.9,-5000,371
18:58.6,-5000,371
19:02.9,-5000,371
19:03.6,-5000,371
19:07.9,-5000,371
19:08.7,-5000,371
19:12.9,-5000,371
19:13.7,-5000,371
19:17.9,-5000,371
19:18.7,-5000,371
19:22.9,-5000,371
19:23.7,-5000,371
19:27.9,-5000,371
19:28.7,-5000,371
19:32.9,-5000,371
19:33.7,-5000,371
19:37.9,-5000,371
19:38.7,-5000,371
19:42.9,-5000,371
19:43.7,-5000,371
19:48.0,-5000,371
19:48.7,-5000,371
19:53.0,-5000,371
19:53.7,-5000,371
19:58.0,-5000,371
19:58.7,-5000,371
20:03.0,-5000,371
20:03.7,-5000,371
20:08.0,-5000,371
20:08.7,-5000,371
20:13.0,-5000,371
20:13.8,-5000,370
20:18.0,-5000,370
20:18.8,-5000,371
20:23.0,-5000,370
20:23.8,-5000,370
20:28.0,-5000,370
20:28.8,-5000,370
20:33.0,-5000,369
20:33.8,-5000,370
20:38.0,-5000,369
20:38.8,-5000,370
20:43.0,-5000,369
20:43.8,-5000,370
20:48.0,-5000,369
20:48.8,-5000,369
20:53.1,-5000,370
20:53.8,-5000,369
20:58.1,-5000,369
20:58.8,-5000,369
21:03.1,-5000,369
21:03.8,-5000,369
21:08.1,-5000,369
21:08.8,-5000,369
21:13.1,-5000,369
21:13.9,-5000,369
21:18.1,-5000,369
21:18.9,-5000,369
21:23.1,-5000,369
21:23.9,-5000,369
21:28.1,-5000,369
21:28.9,-5000,369
21:33.1,-5000,369
21:33.9,-5000,369
21:38.1,-5000,370
21:38.9,-5000,369
21:43.1,-5000,369
21:43.9,-5000,369
21:48.1,-5000,369
21:48.9,-5000,369
21:53.2,-5000,369
21:53.9,-5000,369
21:58.2,-5000,369
21:58.9,-5000,369
22:03.2,-5000,369
22:03.9,-5000,369
22:08.2,-5000,369
22:08.9,-5000,369
22:13.2,-5000,369
22:13.9,-5000,369
22:18.2,-5000,369
22:18.9,-5000,369
22:23.2,-5000,369
22:23.9,-5000,369
22:28.2,-5000,369
22:29.0,-5000,369
22:33.2,-5000,369
22:34.0,-5000,369
22:38.2,-5000,369
22:39.0,-5000,369
22:43.2,-5500,369
22:44.0,-5500,369
22:48.2,-5500,369
22:49.0,-5500,369
22:53.3,-5500,369
22:54.0,-5500,368
22:58.2,-5500,368
22:59.0,-5500,368
23:03.2,-5500,368
23:04.0,-5500,368
23:08.3,-5500,369
23:09.0,-5500,368
23:13.3,-5500,369
23:14.0,-5500,368
23:18.3,-5500,368
23:19.0,-5500,368
23:23.3,-5500,368
23:24.1,-5500,368
23:28.3,-5500,368
23:29.1,-5500,368
23:33.3,-5500,369
23:34.1,-5500,369
23:38.3,-5500,368
23:39.1,-5500,368
23:43.3,-5500,368
23:44.1,-5500,369
23:48.3,-5500,368
23:49.1,-5500,368
23:53.3,-5500,368
23:54.1,-5500,369
23:58.3,-5500,369
23:59.1,-5500,369
24:03.3,-5500,368
24:04.1,-5000,369
24:08.3,-5500,368
24:09.1,-5000,368
24:13.4,-5000,368
24:14.1,-5000,369
24:18.4,-5000,368
24:19.1,-5000,369
24:23.4,-5000,368
24:24.2,-5500,368
24:28.4,-5000,368
24:29.2,-5000,368
24:33.4,-5500,368
24:34.2,-5500,368
24:38.4,-5500,368
24:39.2,-5500,368
24:43.4,-5500,368
24:44.2,-5500,368
24:48.4,-5500,368
24:49.2,-5500,368
24:53.4,-5500,368
24:54.2,-5500,368
24:58.4,-5500,368
24:59.2,-5500,368
25:03.4,-5500,368
25:04.2,-5500,368
25:08.4,-5500,368
25:09.2,-5500,368
25:13.5,-5500,368
25:14.2,-5500,368
25:18.5,-5500,368
25:19.2,-5500,368
25:23.5,-5500,368
25:24.2,-5500,367
25:28.5,-5500,367
25:29.3,-5500,368
25:33.5,-5500,368
25:34.3,-5500,368
25:38.5,-5500,368
25:39.3,-5500,367
25:43.5,-5500,367
25:44.3,-5500,367
25:48.5,-5500,368
25:49.3,-5500,367
25:53.5,-5500,367
25:54.3,-5500,367
25:58.5,-5500,368
25:59.3,-5500,367
26:03.5,-5500,367
26:04.3,-5500,368
26:08.5,-5500,367
26:09.3,-5500,367
26:13.6,-5500,367
26:14.3,-5500,367
26:18.6,-5500,368
26:19.3,-5500,367
26:23.6,-5500,367
26:24.3,-5500,367
26:28.6,-5500,367
26:29.3,-5500,367
26:33.6,-5500,367
26:34.3,-5500,367
26:38.6,-5500,367
26:39.3,-5500,367
26:43.6,-5500,367
26:44.4,-5500,367
26:48.6,-5500,367
26:49.4,-5500,367
26:53.6,-5500,367
26:54.4,-5500,367
26:58.6,-5500,367
26:59.4,-5500,367
27:03.6,-5500,367
27:04.4,-5500,367
27:08.6,-5500,367
27:09.4,-5500,367
27:13.6,-5500,366
27:14.4,-5500,366
27:18.6,-5500,366
27:19.4,-5500,366
27:23.7,-5500,366
27:24.4,-5500,367
27:28.7,-5500,366
27:29.4,-5500,366
27:33.7,-5500,366
27:34.4,-5500,366
27:38.7,-5500,366
27:39.4,-5500,366
27:43.7,-5500,366
27:44.5,-5500,366
27:48.7,-5500,366
27:49.5,-5500,366
27:53.7,-5500,366
27:54.5,-5500,366
27:58.7,-5500,366
27:59.5,-5500,366
28:03.7,-5500,366
28:04.5,-5500,366
28:08.7,-5500,366
28:09.5,-5500,366
28:13.7,-5500,366
28:14.5,-5500,366
28:18.7,-5500,366
28:19.5,-5500,366
28:23.7,-5500,366
28:24.5,-5500,366
28:28.7,-5500,366
28:29.5,-5500,366
28:33.8,-5500,366
28:34.5,-5500,366
28:38.8,-5500,366
28:39.5,-5500,366
28:43.8,-5500,366
28:44.5,-5500,366
28:48.8,-5500,366
28:49.6,-5500,366
28:53.8,-5500,366
28:54.6,-5500,366
28:58.8,-5500,366
28:59.6,-5500,366
29:03.8,-5500,366
29:04.6,-5500,366
29:08.8,-5500,366
29:09.6,-5500,366
29:13.8,-5500,366
29:14.6,-5500,366
29:18.8,-5500,366
29:19.6,-5500,366
29:23.8,-5500,366
29:24.6,-5500,366
29:28.9,-5500,366
29:29.6,-5500,366
29:33.8,-5500,366
29:34.6,-5500,366
29:38.9,-5500,366
29:39.6,-5500,366
29:43.9,-5500,366
29:44.6,-5500,366
29:48.9,-5500,366
29:49.6,-5500,366
29:53.9,-5500,365
29:54.7,-5500,365
29:58.9,-5500,366
29:59.6,-5500,366
30:03.9,-5500,366
30:04.6,-5500,366
30:08.9,-5500,365
30:09.7,-5500,365
30:13.9,-5500,365
30:14.7,-5500,365
30:18.9,-5500,366
30:19.7,-5500,365
30:23.9,-5500,365
30:24.7,-5500,365
