DateTime,EraTemperatureMilliDegC,UcTemperatureMilliDegC
30:15.7,38500,964
30:19.9,38500,962
30:20.7,38500,962
30:24.9,38500,960
30:25.7,38500,960
30:29.9,38000,959
30:30.7,38000,958
30:34.9,38000,957
30:35.7,38000,957
30:39.9,37500,955
30:40.8,37500,955
30:44.9,37500,953
30:45.7,37500,953
30:49.9,37500,952
30:50.7,37500,952
30:55.0,37000,950
30:55.7,37000,950
31:00.0,37000,949
31:00.7,37000,949
31:05.0,36500,947
31:05.8,36500,947
31:10.0,36500,946
31:10.8,36500,946
31:15.0,36500,944
31:15.8,36500,944
31:20.0,36000,942
31:20.8,36000,942
31:25.0,36000,940
31:25.8,36000,940
31:30.0,36000,939
31:30.8,36000,938
31:35.0,35500,937
31:35.8,35500,937
31:40.0,35500,936
31:40.8,35500,936
31:45.0,35000,935
31:45.8,35000,934
31:50.0,35000,933
31:50.8,35000,932
31:55.0,35000,931
31:55.8,35000,930
32:00.1,34500,929
32:00.8,34500,928
32:05.1,34500,927
32:05.8,34500,927
32:10.1,34500,926
32:10.8,34000,925
32:15.1,34000,924
32:15.9,34000,924
32:20.1,34000,922
32:20.9,34000,922
32:25.1,33500,921
32:25.9,33500,920
32:30.1,33500,919
32:30.9,33500,919
32:35.1,33500,917
32:35.9,33500,917
32:40.1,33000,916
32:40.9,33000,916
32:45.1,33000,914
32:45.9,33000,914
32:50.1,33000,912
32:50.9,32500,912
32:55.1,32500,911
32:55.9,32500,910
33:00.2,32500,909
33:00.9,32500,909
33:05.2,32000,907
33:05.9,32000,906
33:10.1,32000,906
33:10.9,32000,905
33:15.2,32000,903
33:15.9,32000,903
33:20.2,31500,902
33:21.0,31500,902
33:25.2,31500,900
33:25.9,31500,900
33:30.2,31000,899
33:31.0,31000,899
33:35.2,31000,897
33:36.0,31000,897
33:40.2,31000,895
33:41.0,31000,895
33:45.2,30500,894
33:46.0,30500,893
33:50.2,30500,892
33:51.0,30500,892
33:55.2,30500,891
33:56.0,30500,890
34:00.2,30000,889
34:01.0,30000,888
34:05.2,30000,887
34:06.0,30000,887
34:10.2,30000,885
34:11.0,29500,885
34:15.3,29500,883
34:16.0,29500,883
34:20.3,29500,881
34:21.0,29500,881
34:25.3,29000,880
34:26.1,29000,880
34:30.3,29000,878
34:31.1,29000,878
34:35.3,29000,877
34:36.1,29000,877
34:40.3,28500,875
34:41.1,28500,875
34:45.3,28500,874
34:46.1,28500,873
34:50.3,28500,872
34:51.1,28500,872
34:55.3,28000,870
34:56.1,28000,870
35:00.3,28000,868
35:01.1,28000,869
35:05.3,28000,867
35:06.1,28000,866
35:10.3,27500,865
35:11.1,27500,864
35:15.4,27500,863
35:16.1,27500,863
35:20.4,27500,862
35:21.1,27500,861
35:25.4,27000,860
35:26.2,27000,860
35:30.4,27000,858
35:31.2,27000,858
35:35.4,27000,856
35:36.2,26500,856
35:40.4,26500,855
35:41.2,26500,855
35:45.4,26500,853
35:46.2,26500,853
35:50.4,26000,852
35:51.2,26000,851
35:55.4,26000,850
35:56.2,26000,850
36:00.4,26000,848
36:01.2,26000,847
36:05.4,25500,846
36:06.2,25500,846
36:10.4,25500,845
36:11.2,25500,844
36:15.4,25500,843
36:16.2,25500,843
36:20.5,25000,841
36:21.2,25000,841
36:25.5,25000,839
36:26.2,25000,839
36:30.5,25000,838
36:31.2,25000,838
36:35.5,24500,836
36:36.2,24500,836
36:40.5,24500,834
36:41.3,24500,834
36:45.5,24500,833
36:46.3,24500,833
36:50.5,24000,831
36:51.3,24000,831
36:55.5,24000,829
36:56.3,24000,829
37:00.5,24000,827
37:01.3,23500,827
37:05.5,23500,826
37:06.3,23500,825
37:10.5,23500,823
37:11.3,23500,823
37:15.5,23000,822
37:16.3,23000,821
37:20.5,23000,820
37:21.3,23000,820
37:25.5,23000,818
37:26.3,23000,818
37:30.5,22500,817
37:31.3,22500,816
37:35.6,22500,815
37:36.3,22500,815
37:40.6,22500,813
37:41.3,22500,813
37:45.6,22500,811
37:46.4,22000,811
37:50.6,22000,809
37:51.4,22000,809
37:55.6,22000,808
37:56.4,22000,808
38:00.6,22000,806
38:01.4,22000,806
38:05.6,21500,805
38:06.4,21500,805
38:10.6,21500,803
38:11.4,21500,803
38:15.6,21500,802
38:16.4,21500,801
38:20.6,21000,800
38:21.4,21000,799
38:25.6,21000,798
38:26.4,21000,798
38:30.6,21000,796
38:31.4,21000,796
38:35.6,20500,795
38:36.4,20500,794
38:40.7,20500,793
38:41.4,20500,793
38:45.7,20500,791
38:46.5,20500,791
38:50.7,20000,789
38:51.5,20000,789
38:55.7,20000,787
38:56.5,20000,787
39:00.7,20000,786
39:01.5,19500,786
39:05.7,19500,784
39:06.5,19500,784
39:10.7,19500,782
39:11.5,19500,782
39:15.7,19500,780
39:16.5,19500,780
39:20.7,19000,778
39:21.5,19000,778
39:25.7,19000,777
39:26.5,19000,776
39:30.7,19000,775
39:31.5,19000,775
39:35.7,18500,773
39:36.5,18500,773
39:40.8,18500,772
39:41.5,18500,772
39:45.8,18500,770
39:46.5,18500,770
39:50.8,18000,769
39:51.6,18000,768
39:55.8,18000,767
39:56.6,18000,767
40:00.8,18000,765
40:01.6,18000,765
40:05.8,17500,764
40:06.6,17500,763
40:10.8,17500,762
40:11.6,17500,762
40:15.8,17500,760
40:16.6,17500,760
40:20.8,17500,758
40:21.6,17500,758
40:25.8,17000,756
40:26.6,17000,756
40:30.8,17000,755
40:31.6,17000,755
40:35.8,17000,753
40:36.6,17000,753
40:40.9,16500,751
40:41.6,16500,751
40:45.8,16500,750
40:46.6,16500,750
40:50.9,16500,748
40:51.6,16500,748
40:55.9,16000,747
40:56.7,16000,746
41:00.9,16000,745
41:01.7,16000,744
41:05.9,16000,743
41:06.7,16000,743
41:10.9,15500,742
41:11.7,15500,741
41:15.9,15500,739
41:16.7,15500,739
41:20.9,15500,737
41:21.7,15500,737
41:25.9,15000,736
41:26.7,15000,736
41:30.9,15000,734
41:31.7,15000,734
41:35.9,15000,733
41:36.7,15000,732
41:40.9,15000,731
41:41.7,15000,731
41:45.9,14500,729
41:46.7,14500,729
41:50.9,14500,728
41:51.7,14500,728
41:56.0,14500,726
41:56.7,14500,725
42:01.0,14500,724
42:01.7,14000,723
42:06.0,14000,722
42:06.8,14000,722
42:11.0,14000,721
42:11.8,14000,720
42:16.0,14000,719
42:16.8,14000,719
42:21.0,13500,718
42:21.8,13500,717
42:26.0,13500,716
42:26.8,13500,716
42:31.0,13500,714
42:31.8,13500,714
42:36.0,13000,712
42:36.8,13000,712
42:41.0,13000,711
42:41.8,13000,711
42:46.0,13000,709
42:46.8,13000,709
42:51.0,12500,708
42:51.8,12500,708
42:56.1,12500,706
42:56.8,12500,706
43:01.1,12500,704
43:01.8,12500,704
43:06.1,12500,703
43:06.8,12500,703
43:11.1,12000,701
43:11.9,12000,701
43:16.1,12000,700
43:16.9,12000,700
43:21.1,12000,698
43:21.9,12000,698
43:26.1,11500,697
43:26.9,11500,696
43:31.1,11500,695
43:31.9,11500,695
43:36.1,11500,693
43:36.9,11500,693
43:41.1,11500,692
43:41.9,11500,691
43:46.1,11000,690
43:46.9,11000,689
43:51.1,11000,688
43:51.9,11000,688
43:56.1,11000,687
43:56.9,11000,686
44:01.2,10500,685
44:01.9,10500,685
44:06.2,10500,684
44:06.9,10500,683
44:11.2,10500,682
44:11.9,10500,682
44:16.2,10500,680
44:17.0,10500,680
44:21.2,10000,679
44:22.0,10000,678
44:26.2,10000,677
44:27.0,10000,676
44:31.2,10000,675
44:32.0,10000,675
44:36.2,10000,673
44:37.0,10000,673
44:41.2,9500,672
44:42.0,9500,671
44:46.2,9500,670
44:47.0,9500,670
44:51.2,9500,668
44:52.0,9500,668
44:56.2,9500,667
44:57.0,9500,667
45:01.2,9000,666
45:02.0,9000,666
45:06.2,9000,664
45:07.0,9000,664
45:11.2,9000,663
45:12.0,9000,662
45:16.3,9000,661
45:17.0,9000,661
45:21.3,8500,659
45:22.0,8500,659
45:26.3,8500,658
45:27.1,8500,658
45:31.3,8500,656
45:32.1,8500,656
45:36.3,8500,654
45:37.1,8000,654
45:41.3,8000,653
45:42.1,8000,653
45:46.3,8000,651
45:47.1,8000,651
45:51.3,8000,650
45:52.1,8000,650
45:56.3,7500,648
45:57.1,7500,648
46:01.3,7500,646
46:02.1,7500,646
46:06.3,7500,645
46:07.1,7500,645
46:11.3,7500,643
46:12.1,7500,643
46:16.4,7000,642
46:17.1,7000,642
46:21.4,7000,640
46:22.1,7000,640
46:26.4,7000,639
46:27.2,7000,638
46:31.4,7000,637
46:32.2,7000,637
46:36.4,6500,635
46:37.2,6500,635
46:41.4,6500,634
46:42.2,6500,633
46:46.4,6500,632
46:47.2,6500,632
46:51.4,6000,631
46:52.2,6000,630
46:56.4,6000,629
46:57.2,6000,629
47:01.4,6000,628
47:02.2,6000,627
47:06.4,6000,626
47:07.2,6000,626
47:11.4,5500,624
47:12.2,5500,623
47:16.4,5500,623
47:17.2,5500,622
47:21.5,5500,621
47:22.2,5500,621
47:26.5,5500,620
47:27.2,5500,619
47:31.5,5000,618
47:32.3,5000,618
47:36.5,5000,617
47:37.2,5000,617
47:41.5,5000,615
47:42.2,5000,615
47:46.5,5000,614
47:47.3,5000,614
47:51.5,4500,612
47:52.3,4500,612
47:56.5,4500,610
47:57.3,4500,610
48:01.5,4500,609
48:02.3,4500,609
48:06.5,4500,607
48:07.3,4500,607
48:11.5,4500,606
48:12.5,4000,606
48:16.5,4000,604
48:17.4,4000,604
48:21.5,4000,603
48:22.4,4000,603
48:26.6,4000,601
48:27.4,4000,601
48:31.6,4000,599
48:32.4,4000,599
48:36.6,3500,598
48:37.4,3500,598
48:41.6,3500,597
48:42.4,3500,596
48:46.6,3500,595
48:47.4,3500,595
48:51.6,3500,594
48:52.4,3500,594
48:56.6,3500,593
48:57.5,3500,593
49:01.6,3000,592
49:02.5,3000,591
49:06.6,3000,590
49:07.5,3000,590
49:11.6,3000,588
49:12.5,3000,588
49:16.6,3000,587
49:17.5,3000,587
49:21.7,3000,585
49:22.5,2500,585
49:26.6,2500,584
49:27.5,2500,584
49:31.6,2500,582
49:32.5,2500,582
49:36.7,2500,581
49:37.5,2500,581
49:41.7,2500,579
49:42.5,2500,579
49:46.7,2000,578
49:47.5,2000,578
49:51.7,2000,577
49:52.5,2000,576
49:56.7,2000,575
49:57.5,2000,575
50:01.7,2000,574
50:02.6,2000,573
50:06.7,2000,573
50:07.6,2000,572
50:11.7,1500,571
50:12.6,1500,571
50:16.7,1500,570
50:17.6,1500,570
50:21.7,1500,568
50:22.6,1500,568
50:26.7,1500,567
50:27.6,1500,567
50:31.7,1500,566
50:32.6,1500,566
50:36.8,1500,565
50:37.6,1500,564
50:41.8,1000,563
50:42.6,1000,563
50:46.8,1000,562
50:47.6,1000,562
50:51.8,1000,560
50:52.6,1000,560
50:56.8,1000,559
50:57.6,1000,559
51:01.8,1000,558
51:02.7,1000,557
51:06.8,1000,557
51:07.7,1000,556
51:11.8,1000,556
51:12.7,1000,555
51:16.8,500,554
51:17.7,500,554
51:21.8,500,552
51:22.7,500,552
51:26.8,500,551
51:27.7,500,551
51:31.8,500,550
51:32.7,500,550
51:36.8,500,549
51:37.7,500,549
51:41.9,500,548
51:42.7,500,548
51:46.9,500,547
51:47.7,500,546
51:51.9,500,546
51:52.7,0,545
51:56.9,0,545
51:57.7,0,545
52:01.9,0,543
52:02.7,0,543
52:06.9,0,542
52:07.8,0,542
52:11.9,0,541
52:12.8,0,540
52:16.9,0,540
52:17.8,0,540
52:21.9,0,539
52:22.8,0,538
52:26.9,0,537
52:27.8,0,537
52:31.9,0,536
52:32.8,0,536
52:36.9,-500,535
52:37.8,-500,535
52:41.9,-500,534
52:42.8,-500,534
52:47.0,-500,533
52:47.8,-500,532
52:52.0,-500,532
52:52.8,-500,532
52:57.0,-500,531
52:57.8,-500,531
53:02.0,-500,530
53:02.8,-500,529
53:07.0,-500,529
53:07.8,-500,528
53:12.0,-500,527
53:12.8,-500,527
53:17.0,-500,526
53:17.9,-500,526
53:22.0,-500,526
53:22.9,-500,525
53:27.0,-500,524
53:27.9,-500,524
53:32.0,-1000,523
53:32.9,-1000,523
53:37.0,-1000,522
53:37.9,-1000,522
53:42.0,-1000,521
53:42.9,-1000,521
53:47.0,-1000,520
53:47.9,-1000,520
53:52.0,-1000,519
53:52.9,-1000,519
53:57.1,-1000,518
53:57.9,-1000,518
54:02.1,-1000,517
54:02.9,-1000,517
54:07.1,-1000,516
54:07.9,-1000,516
54:12.1,-1000,515
54:12.9,-1000,515
54:17.1,-1000,514
54:18.0,-1000,514
54:22.1,-1000,513
54:23.0,-1000,513
54:27.1,-1000,512
54:28.0,-1000,512
54:32.1,-1500,511
54:33.0,-1500,511
54:37.1,-1500,510
54:38.0,-1500,509
54:42.1,-1500,509
54:43.0,-1500,509
54:47.1,-1500,508
54:48.0,-1500,508
54:52.1,-1500,507
54:53.0,-1500,507
54:57.1,-1500,506
54:58.0,-1500,505
55:02.2,-1500,505
55:03.0,-1500,505
55:07.2,-1500,504
55:08.0,-1500,504
55:12.2,-1500,503
55:13.0,-1500,503
55:17.2,-1500,502
55:18.0,-1500,502
55:22.2,-1500,501
55:23.0,-1500,501
55:27.2,-1500,501
55:28.1,-1500,500
55:32.2,-1500,499
55:33.1,-1500,499
55:37.2,-1500,499
55:38.1,-1500,499
55:42.2,-1500,498
55:43.1,-1500,498
55:47.2,-1500,497
55:48.1,-1500,496
55:52.2,-2000,496
55:53.1,-1500,496
55:57.2,-2000,494
55:58.1,-2000,494
56:02.3,-2000,494
56:03.1,-2000,494
56:07.3,-2000,493
56:08.1,-2000,493
56:12.3,-2000,493
56:13.1,-2000,492
56:17.3,-2000,491
56:18.1,-2000,491
56:22.3,-2000,490
56:23.1,-2000,490
56:27.3,-2000,490
56:28.1,-2000,490
56:32.3,-2000,489
56:33.1,-2000,488
56:37.3,-2000,488
56:38.2,-2000,488
56:42.3,-2000,487
56:43.2,-2000,487
56:47.3,-2000,486
56:48.2,-2000,485
56:52.3,-2000,485
56:53.2,-2000,485
56:57.3,-2000,484
56:58.2,-2000,484
57:02.3,-2000,484
57:03.2,-2000,484
57:07.3,-2500,483
57:08.2,-2500,482
57:12.3,-2500,482
57:13.2,-2500,482
57:17.4,-2500,481
57:18.2,-2500,480
57:22.4,-2500,480
57:23.2,-2500,480
57:27.4,-2500,479
57:28.2,-2500,479
57:32.4,-2500,479
57:33.2,-2500,479
57:37.4,-2500,478
57:38.3,-2500,478
57:42.4,-2500,477
57:43.3,-2500,477
57:47.4,-2500,476
57:48.3,-2500,476
57:52.4,-2500,476
57:53.3,-2500,476
57:57.4,-2500,475
57:58.3,-2500,475
58:02.4,-2500,474
58:03.3,-2500,474
58:07.4,-2500,474
58:08.3,-2500,474
58:12.4,-2500,473
58:13.3,-2500,473
58:17.5,-2500,472
58:18.3,-2500,472
58:22.5,-2500,471
58:23.3,-2500,471
58:27.5,-2500,471
58:28.3,-2500,471
58:32.5,-2500,470
58:33.3,-2500,469
58:37.5,-2500,469
58:38.3,-2500,469
58:42.5,-2500,468
58:43.4,-2500,468
58:47.5,-2500,468
58:48.4,-2500,467
58:52.5,-2500,466
58:53.4,-2500,466
58:57.5,-2500,466
58:58.4,-2500,466
59:02.5,-3000,465
59:03.4,-3000,465
59:07.5,-3000,465
59:08.4,-3000,464
59:12.5,-3000,464
59:13.4,-3000,463
59:17.5,-3000,463
59:18.4,-3000,463
59:22.6,-3000,462
59:23.4,-3000,462
59:27.6,-3000,462
59:28.4,-3000,462
59:32.6,-3000,461
59:33.4,-3000,461
59:37.6,-3000,460
59:38.4,-3000,460
59:42.6,-3000,460
59:43.4,-3000,460
59:47.6,-3000,459
59:48.5,-3000,458
59:52.6,-3000,458
59:53.4,-3000,458
59:57.6,-3000,458
59:58.5,-3000,458
00:02.6,-3000,457
00:03.5,-3000,457
00:07.6,-3000,457
00:08.5,-3000,457
00:12.6,-3000,456
00:13.5,-3000,456
00:17.6,-3000,455
00:18.5,-3000,455
00:22.6,-3000,455
00:23.5,-3000,455
00:27.7,-3000,454
00:28.5,-3000,454
00:32.7,-3000,454
00:33.5,-3000,454
00:37.7,-3000,453
00:38.5,-3000,453
00:42.7,-3000,452
00:43.5,-3000,452
00:47.7,-3000,452
00:48.5,-3000,451
00:52.7,-3000,451
00:53.5,-3000,451
00:57.7,-3000,450
00:58.6,-3000,450
01:02.7,-3000,449
01:03.6,-3000,450
01:07.7,-3500,449
01:08.6,-3500,449
01:12.7,-3500,448
01:13.6,-3500,448
01:17.7,-3500,448
01:18.6,-3500,447
01:22.7,-3500,447
01:23.6,-3500,447
01:27.7,-3500,446
01:28.6,-3500,446
01:32.7,-3500,446
01:33.6,-3500,446
01:37.8,-3500,445
01:38.6,-3500,445
01:42.8,-3500,444
01:43.6,-3500,444
01:47.8,-3500,444
01:48.6,-3500,444
01:52.8,-3500,444
01:53.6,-3500,444
01:57.8,-3500,443
01:58.7,-3500,443
02:02.8,-3500,443
02:03.6,-3500,443
02:07.8,-3500,442
02:08.7,-3500,442
02:12.8,-3500,442
02:13.7,-3500,441
02:17.8,-3500,441
02:18.7,-3500,441
02:22.8,-3500,441
02:23.7,-3500,441
02:27.8,-3500,440
02:28.7,-3500,440
02:32.8,-3500,440
02:33.7,-3500,440
02:37.8,-3500,439
02:38.7,-3500,439
02:42.9,-3500,439
02:43.7,-3500,438
02:47.9,-3500,438
02:48.7,-3500,438
02:52.9,-3500,437
02:53.7,-3500,437
02:57.9,-3500,437
02:58.7,-3500,437
03:02.9,-3500,437
03:03.7,-3500,436
03:07.9,-3500,436
03:08.8,-3500,435
03:12.9,-3500,435
03:13.8,-3500,435
03:17.9,-3500,435
03:18.8,-3500,434
03:22.9,-3500,434
03:23.8,-3500,434
03:27.9,-3500,433
03:28.8,-3500,433
03:32.9,-3500,433
03:33.8,-3500,433
03:37.9,-4000,432
03:38.8,-4000,432
03:43.0,-4000,432
03:43.8,-4000,432
03:48.0,-4000,431
03:48.8,-4000,432
03:53.0,-4000,431
03:53.8,-4000,431
03:58.0,-4000,430
03:58.8,-4000,430
04:03.0,-4000,430
04:03.8,-4000,430
04:08.0,-4000,430
04:08.8,-4000,430
04:13.0,-4000,429
04:13.8,-3500,429
04:18.0,-3500,429
04:18.9,-3500,429
04:23.0,-3500,429
04:23.9,-3500,429
04:28.0,-3500,429
04:28.9,-3500,428
04:33.0,-3500,428
04:33.9,-3500,428
04:38.0,-3500,427
04:38.9,-3500,427
04:43.0,-3500,427
04:43.9,-3500,427
04:48.1,-3500,427
04:48.9,-3500,427
04:53.1,-4000,426
04:53.9,-4000,426
04:58.1,-4000,426
04:58.9,-4000,426
05:03.1,-4000,425
05:03.9,-4000,426
05:08.1,-4000,424
05:08.9,-4000,424
05:13.1,-4000,424
05:13.9,-4000,424
05:18.1,-4000,424
05:19.0,-4000,424
05:23.1,-4000,423
05:24.0,-4000,423
05:28.1,-4000,422
05:29.0,-4000,422
05:33.1,-4000,422
05:34.0,-4000,422
05:38.1,-4000,422
05:39.0,-4000,421
05:43.1,-4000,421
05:44.0,-4000,421
05:48.1,-4000,421
05:49.0,-4000,421
05:53.1,-4000,421
05:54.0,-4000,421
05:58.2,-4000,420
05:59.0,-4000,420
06:03.2,-4000,419
06:04.0,-4000,419
06:08.2,-4000,419
06:09.0,-4000,419
06:13.2,-4000,419
06:14.0,-4000,419
06:18.2,-4000,418
06:19.0,-4000,419
06:23.2,-4000,418
06:24.1,-4000,418
06:28.2,-4000,418
06:29.1,-4000,418
06:33.2,-4000,418
06:34.1,-4000,418
06:38.2,-4000,418
06:39.1,-4000,418
06:43.2,-4000,417
06:44.1,-4000,417
06:48.2,-4000,417
06:49.1,-4000,416
06:53.2,-4000,416
06:54.1,-4000,416
06:58.2,-4000,416
06:59.1,-4000,416
07:03.2,-4000,416
07:04.1,-4000,415
07:08.3,-4000,415
07:09.1,-4000,415
07:13.3,-4000,415
07:14.1,-4000,415
07:18.3,-4000,414
07:19.1,-4000,414
07:23.3,-4000,414
07:24.2,-4000,414
07:28.3,-4000,413
07:29.1,-4000,413
07:33.3,-4500,413
07:34.2,-4000,413
07:38.3,-4500,413
07:39.1,-4500,413
07:43.3,-4500,412
07:44.2,-4500,412
07:48.3,-4500,411
07:49.2,-4500,411
07:53.3,-4500,411
07:54.2,-4500,411
07:58.3,-4500,411
07:59.2,-4500,411
08:03.3,-4500,410
08:04.2,-4500,411
08:08.4,-4500,410
08:09.2,-4500,410
08:13.4,-4500,410
08:14.2,-4500,410
08:18.4,-4500,410
08:19.2,-4500,410
08:23.4,-4500,409
08:24.2,-4500,410
08:28.4,-4500,409
08:29.2,-4500,409
08:33.4,-4500,409
08:34.2,-4500,409
08:38.4,-4500,408
08:39.3,-4500,409
08:43.4,-4500,408
08:44.3,-4500,408
08:48.4,-4500,408
08:49.3,-4500,408
08:53.4,-4500,408
08:54.3,-4500,408
08:58.4,-4500,408
08:59.3,-4500,408
09:03.4,-4000,408
09:04.3,-4000,408
09:08.5,-4000,407
09:09.3,-4000,407
09:13.5,-4000,407
09:14.3,-4000,407
09:18.5,-4000,407
09:19.3,-4000,407
09:23.5,-4000,407
09:24.3,-4000,406
09:28.5,-4000,406
09:29.3,-4000,406
09:33.5,-4000,406
09:34.3,-4000,406
09:38.5,-4000,405
09:39.4,-4000,405
09:43.5,-4000,405
09:44.4,-4500,405
09:48.5,-4500,405
09:49.4,-4500,405
09:53.5,-4500,405
09:54.4,-4500,404
09:58.5,-4500,404
09:59.4,-4500,404
10:03.5,-4500,404
10:04.4,-4500,404
10:08.5,-4500,404
10:09.4,-4500,404
10:13.5,-4500,403
10:14.4,-4500,403
10:18.6,-4500,403
10:19.4,-4500,403
10:23.6,-4500,402
10:24.4,-4500,402
10:28.6,-4500,402
10:29.4,-4500,402
10:33.6,-4500,402
10:34.4,-4500,402
10:38.6,-4500,402
10:39.4,-4500,402
10:43.6,-4500,401
10:44.5,-4500,401
10:48.6,-4500,401
10:49.5,-4500,401
10:53.6,-4500,401
10:54.5,-4500,401
10:58.6,-4500,401
10:59.5,-4500,401
11:03.6,-4500,401
11:04.5,-4500,401
11:08.6,-4500,401
11:09.5,-4500,401
11:13.6,-4500,400
11:14.5,-4500,401
11:18.6,-4500,400
11:19.5,-4500,400
11:23.7,-4500,400
11:24.5,-4500,399
11:28.7,-4500,400
11:29.5,-4500,400
11:33.7,-4500,399
11:34.5,-4500,399
11:38.7,-4500,399
11:39.5,-4500,399
11:43.7,-4500,398
11:44.5,-4500,399
11:48.7,-4500,398
11:49.5,-4500,399
11:53.7,-4500,398
11:54.5,-4500,398
11:58.7,-4500,397
11:59.6,-4500,397
12:03.7,-4500,397
12:04.6,-4500,397
12:08.7,-4500,397
12:09.6,-4500,397
12:13.7,-4500,397
12:14.6,-4500,397
12:18.7,-4500,396
12:19.6,-4500,396
12:23.8,-4500,396
12:24.6,-4500,396
12:28.8,-4500,396
12:29.6,-4500,396
12:33.8,-4500,396
12:34.6,-4500,396
12:38.8,-4500,396
12:39.6,-4500,396
12:43.8,-4500,395
12:44.6,-4500,395
12:48.8,-4500,395
12:49.6,-4500,395
12:53.8,-4500,395
12:54.6,-4500,395
12:58.8,-4500,395
12:59.7,-4500,394
13:03.8,-4500,394
13:04.7,-4500,394
13:08.8,-4500,394
13:09.7,-4500,394
13:13.8,-4500,394
13:14.7,-4500,394
13:18.8,-4500,394
13:19.7,-4500,394
13:23.8,-4500,394
13:24.7,-4500,394
13:28.8,-4500,394
13:29.7,-4500,393
13:33.8,-4500,393
13:34.7,-4500,393
13:38.9,-4500,393
13:39.7,-4500,393
13:43.9,-4500,393
13:44.7,-4500,393
13:48.9,-4500,393
13:49.7,-4500,393
13:53.9,-4500,393
13:54.7,-4500,393
13:58.9,-4500,393
13:59.7,-4500,393
14:03.9,-4500,393
14:04.8,-4500,392
14:08.9,-4500,392
14:09.8,-4500,392
14:13.9,-4500,391
14:14.8,-4500,391
14:18.9,-5000,391
14:19.8,-4500,391
14:23.9,-5000,391
14:24.8,-5000,391
14:28.9,-5000,391
14:29.8,-5000,391
14:33.9,-5000,391
14:34.8,-5000,391
14:38.9,-5000,391
14:39.8,-5000,391
14:44.0,-5000,390
14:44.8,-5000,390
14:49.0,-5000,390
14:49.8,-5000,390
14:54.0,-5000,390
14:54.8,-5000,390
14:59.0,-5000,390
14:59.8,-5000,390
15:04.0,-5000,390
15:04.9,-5000,390
15:09.0,-5000,390
15:09.8,-5000,389
15:14.0,-5000,390
15:14.8,-5000,389
15:19.0,-5000,390
15:19.9,-5000,389
15:24.0,-5000,389
15:24.9,-5000,389
15:29.0,-5000,389
15:29.9,-5000,389
15:34.0,-5000,389
15:34.9,-5000,389
15:39.0,-5000,389
15:39.9,-5000,388
15:44.1,-5000,389
15:44.9,-5000,389
15:49.1,-5000,388
15:49.9,-5000,388
15:54.1,-5000,388
15:54.9,-5000,388
15:59.1,-5000,388
15:59.9,-5000,388
16:04.1,-5000,388
16:04.9,-5000,388
16:09.1,-5000,388
16:10.0,-5000,388
16:14.1,-5000,388
16:14.9,-5000,388
16:19.1,-5000,387
16:20.0,-5000,387
16:24.1,-5000,387
16:25.0,-5000,386
16:29.1,-5000,386
16:30.0,-5000,386
16:34.1,-5000,386
16:35.0,-5000,386
16:39.1,-5000,386
16:40.0,-5000,386
16:44.1,-5000,386
16:45.0,-5000,386
16:49.1,-5000,385
16:50.0,-5000,385
16:54.1,-5000,385
16:55.0,-5000,385
16:59.1,-5000,385
17:00.0,-5000,385
17:04.2,-5000,385
17:05.0,-5000,385
17:09.2,-5000,385
17:10.0,-5000,385
17:14.2,-5000,385
17:15.0,-5000,385
17:19.2,-5000,385
17:20.0,-5000,385
17:24.2,-5000,385
17:25.1,-5000,385
17:29.2,-5000,384
17:30.1,-5000,385
17:34.2,-5000,385
17:35.1,-5000,385
17:39.2,-5000,384
17:40.1,-5000,384
17:44.2,-5000,384
17:45.1,-5000,384
17:49.2,-5000,384
17:50.1,-5000,384
17:54.3,-5000,384
17:55.1,-5000,384
17:59.2,-5000,384
18:00.1,-5000,383
18:04.3,-5000,384
18:05.1,-5000,384
18:09.3,-5000,383
18:10.4,-5000,383
18:14.3,-5000,383
18:15.1,-5000,383
18:19.3,-5000,383
18:20.1,-5000,383
18:24.3,-5000,383
18:25.1,-5000,383
18:29.3,-5000,383
18:30.2,-5000,383
18:34.3,-5000,383
18:35.2,-5000,383
18:39.3,-5000,383
18:40.2,-5000,383
18:44.3,-5000,382
18:45.2,-5000,383
18:49.3,-5000,382
18:50.2,-5000,382
18:54.3,-5000,382
18:55.2,-5000,382
18:59.3,-5000,382
19:00.2,-5000,382
19:04.4,-5000,382
19:05.2,-5000,382
19:09.4,-5000,382
19:10.2,-5000,382
19:14.4,-5000,381
19:15.2,-5000,382
19:19.4,-5000,381
19:20.2,-5000,381
19:24.4,-5000,381
19:25.2,-5000,381
19:29.4,-5000,381
19:30.2,-5000,381
19:34.4,-5000,381
19:35.2,-5000,381
19:39.4,-5000,381
19:40.3,-5000,381
19:44.4,-5000,381
19:45.3,-5000,380
19:49.4,-5000,381
19:50.3,-5000,381
19:54.4,-5000,380
19:55.3,-5000,380
19:59.4,-5000,380
20:00.3,-5000,380
20:04.4,-5000,380
20:05.3,-5000,380
20:09.4,-5000,380
20:10.3,-5000,380
20:14.5,-5000,380
20:15.3,-5000,380
20:19.5,-5000,380
20:20.3,-5000,380
20:24.5,-5000,380
20:25.3,-5000,380
20:29.5,-5000,380
20:30.3,-5000,380
20:34.5,-5000,380
20:35.3,-5000,380
20:39.5,-5000,380
20:40.3,-5000,380
20:44.5,-5000,380
20:45.4,-5000,379
20:49.5,-5000,379
20:50.4,-5000,379
