DateTime,EraBimOscillatorVCurrentMilliV,EraBimPowerOutMilliV,EraBimPower1GHzMilliV,EraBimSupply5V9MilliV,EraBimSupply4V1MilliV,EraTemperatureMilliDegC,RxBimIChannelMilliV,RxBimQChannelMilliV,UcBimTxInputMilliV,UcBimTxOutputMilliV,UcTemperatureMilliDegC,UcBimVtVcoMilliV_128
13:12.4,416,650,673,2359,2012,27500,1654,468,1723,2083,728,1417
13:17.4,411,650,674,2359,2012,28000,1654,467,1724,2083,728,1417
13:22.4,406,650,675,2359,2012,28500,1654,467,1724,2083,729,1417
13:27.4,402,650,675,2359,2012,28500,1654,466,1725,2083,729,1417
13:32.4,397,651,675,2359,2012,29000,1654,466,1725,2083,729,1417
13:37.4,394,651,675,2359,2012,29500,1654,466,1726,2083,731,1417
13:42.4,392,651,675,2360,2013,29500,1654,465,1726,2083,731,1417
13:47.4,388,651,675,2359,2012,30000,1654,466,1726,2083,731,1417
13:52.4,386,651,676,2359,2012,30000,1654,465,1727,2083,732,1417
13:57.4,384,651,675,2359,2012,30000,1654,464,1727,2083,733,1417
14:02.4,382,651,676,2359,2012,30500,1584,349,1728,2081,733,1417
14:07.4,380,651,676,2359,2012,30500,1654,463,1729,2083,734,1417
14:12.4,379,652,676,2359,2012,31000,1654,463,1729,2082,734,1417
14:17.4,377,652,676,2359,2012,31000,1654,462,1729,2083,734,1417
14:22.4,375,652,676,2359,2012,31500,1654,462,1730,2082,736,1417
14:27.4,374,652,676,2359,2012,31500,1654,461,1730,2082,736,1417
14:32.4,372,652,676,2359,2012,31500,1654,461,1730,2082,737,1417
14:37.4,372,653,677,2359,2012,32000,1654,461,1731,2082,737,1417
14:42.4,371,652,677,2359,2012,32000,1654,461,1731,2082,737,1417
14:47.4,370,653,677,2359,2012,32000,1654,461,1732,2082,738,1417
14:52.4,369,653,677,2359,2012,32500,1654,460,1732,2081,739,1417
14:57.4,368,653,677,2359,2012,32500,1654,460,1732,2081,739,1417
15:02.4,367,653,678,2359,2012,32500,1654,460,1734,2081,739,1418
15:07.4,366,653,678,2359,2012,32500,1654,461,1734,2081,740,1417
15:12.4,365,653,678,2359,2012,33000,1654,460,1734,2081,741,1417
15:17.4,364,653,678,2359,2012,33000,1654,458,1734,2081,742,1418
15:22.4,363,653,678,2359,2012,33500,1654,458,1735,2081,742,1418
15:27.4,363,653,678,2359,2012,33500,1654,458,1735,2081,743,1418
15:32.4,362,653,678,2359,2012,33500,1654,458,1735,2081,744,1418
15:37.4,361,654,679,2359,2012,34000,1654,459,1736,2081,745,1418
15:42.4,360,654,679,2359,2012,34000,1654,458,1737,2081,745,1419
15:47.4,359,654,679,2359,2012,34000,1654,458,1737,2081,746,1419
15:52.4,358,654,679,2359,2012,34500,1654,458,1738,2080,747,1419
15:57.4,358,654,679,2359,2012,34500,1654,457,1738,2080,748,1419
16:02.4,357,654,680,2359,2012,35000,1654,457,1738,2080,749,1419
16:07.4,356,654,680,2359,2012,35000,1654,456,1740,2080,750,1419
16:12.4,355,654,680,2359,2012,35500,1654,455,1740,2080,751,1419
16:17.4,354,655,681,2359,2012,35500,1654,455,1741,2080,752,1419
16:22.4,354,655,681,2359,2012,36000,1654,454,1741,2080,753,1419
16:27.4,352,655,681,2359,2012,36000,1654,454,1742,2079,755,1419
16:32.4,351,655,681,2359,2012,36500,1654,453,1742,2079,756,1420
16:37.4,350,656,682,2359,2012,36500,1654,454,1743,2078,757,1420
16:42.4,349,656,682,2359,2011,37000,1654,453,1744,2078,758,1420
16:47.4,348,656,683,2359,2012,37000,1654,452,1744,2078,759,1420
16:52.4,347,656,683,2358,2012,37500,1654,452,1745,2078,761,1420
16:57.4,346,656,684,2359,2012,37500,1654,452,1746,2078,762,1420
17:02.4,346,657,684,2359,2011,38000,1654,451,1747,2077,763,1420
17:07.4,344,657,684,2359,2012,38500,1654,452,1748,2077,765,1420
17:12.4,343,657,685,2359,2011,38500,1654,451,1749,2078,766,1421
17:17.4,342,657,685,2359,2011,39000,1654,450,1749,2077,768,1421
17:22.4,341,657,686,2358,2012,39000,1654,448,1750,2077,769,1421
17:27.4,339,657,686,2359,2012,39500,1654,447,1751,2077,770,1422
17:32.4,338,657,687,2359,2012,39500,1654,447,1751,2076,772,1422
17:37.4,337,657,687,2359,2012,40000,1654,447,1752,2076,773,1422
17:42.4,336,658,687,2358,2012,40500,1654,446,1754,2076,775,1422
17:47.4,335,658,687,2358,2012,40500,1654,446,1754,2075,776,1422
17:52.4,334,658,688,2359,2012,41000,1654,446,1755,2075,778,1422
17:57.4,333,659,689,2358,2012,41500,1654,445,1756,2075,780,1422
18:02.4,332,659,689,2358,2012,41500,1654,444,1757,2075,782,1423
18:07.4,330,659,690,2358,2012,42000,1654,443,1758,2074,783,1423
18:12.4,329,659,690,2358,2012,42000,1654,443,1759,2074,785,1423
18:17.4,328,659,690,2358,2012,42500,1654,441,1760,2073,787,1423
18:22.4,326,660,691,2358,2012,43000,1654,442,1760,2073,788,1423
18:27.4,325,660,691,2358,2012,43000,1654,441,1762,2073,791,1424
18:32.5,324,660,692,2358,2012,43500,1654,440,1762,2073,792,1424
18:37.5,322,661,692,2358,2012,44000,1654,439,1763,2072,794,1424
18:42.5,321,661,693,2358,2012,44000,1654,438,1764,2072,795,1425
18:47.5,320,661,693,2358,2012,44500,1654,437,1765,2072,797,1425
18:52.5,319,661,694,2358,2012,45000,1654,435,1766,2072,799,1425
18:57.5,317,662,694,2358,2012,45000,1654,435,1766,2071,801,1425
19:02.5,316,662,695,2358,2012,45500,1654,433,1768,2071,803,1426
19:07.5,315,662,695,2358,2012,46000,1654,432,1769,2071,805,1426
19:12.5,313,662,695,2358,2011,46000,1654,430,1770,2070,807,1426
19:17.5,312,662,697,2358,2012,46500,1654,429,1770,2070,809,1427
19:22.5,311,662,697,2357,2012,47000,1654,427,1772,2070,811,1427
19:27.5,310,662,697,2358,2012,47000,1654,426,1773,2069,812,1427
19:32.5,308,663,698,2358,2011,47500,1654,424,1773,2069,815,1427
19:37.5,307,663,698,2357,2012,48000,1654,422,1774,2069,817,1427
19:42.5,306,664,698,2357,2012,48000,1654,421,1775,2068,819,1428
19:47.5,305,663,699,2357,2012,48500,1654,419,1776,2068,820,1428
19:52.5,303,664,700,2357,2012,48500,1654,419,1777,2067,823,1428
19:57.5,302,664,700,2357,2012,49000,1654,417,1778,2067,825,1428
20:02.5,301,664,700,2357,2012,49500,1654,416,1779,2067,826,1428
20:07.5,300,664,701,2357,2012,49500,1654,414,1780,2067,828,1428
20:12.5,299,664,701,2357,2012,50000,1654,413,1781,2066,830,1429
20:17.5,297,664,701,2357,2011,50000,1654,411,1782,2066,832,1429
20:22.5,296,665,703,2357,2012,50500,1654,409,1782,2066,834,1430
20:27.5,295,665,703,2357,2011,51000,1654,408,1783,2065,836,1430
20:32.5,294,665,703,2357,2012,51000,1654,406,1784,2065,838,1430
20:37.5,292,665,703,2357,2012,51500,1654,404,1785,2064,840,1430
20:42.5,291,666,704,2357,2011,51500,1654,403,1785,2064,842,1430
20:47.5,291,666,704,2357,2011,52000,1654,401,1787,2064,844,1430
20:52.5,289,666,705,2357,2011,52000,1654,399,1787,2063,846,1431
20:57.5,288,666,706,2357,2011,52500,1654,398,1788,2063,848,1431
21:02.5,287,666,706,2357,2011,52500,1654,396,1789,2062,850,1431
21:07.5,286,666,706,2357,2011,53000,1654,394,1790,2062,852,1431
21:12.5,285,667,707,2357,2011,53000,1654,393,1790,2062,854,1432
21:17.5,284,667,707,2357,2011,53500,1654,391,1791,2061,856,1432
21:22.5,283,667,708,2357,2011,53500,1654,390,1792,2061,858,1432
21:27.5,282,667,708,2357,2011,54000,1654,388,1793,2061,859,1433
21:32.5,281,667,709,2357,2011,54000,1653,386,1793,2060,861,1433
21:37.5,280,667,709,2357,2011,54500,1654,385,1795,2060,863,1433
21:42.5,278,667,709,2357,2012,54500,1654,383,1795,2059,866,1433
21:47.5,278,668,709,2357,2011,55000,1654,382,1796,2059,867,1433
21:52.5,277,668,710,2357,2012,55000,1654,380,1796,2059,869,1433
21:57.5,276,668,710,2357,2011,55500,1654,379,1797,2058,871,1434
22:02.5,275,668,711,2357,2012,55500,1653,377,1798,2058,873,1434
22:07.5,274,668,711,2357,2011,56000,1653,375,1799,2058,875,1434
22:12.5,273,668,711,2357,2011,56000,1653,374,1799,2058,877,1434
22:17.5,272,668,711,2357,2011,56000,1653,373,1800,2057,878,1434
22:22.5,272,668,712,2357,2011,56500,1653,371,1801,2057,880,1434
22:27.5,270,669,712,2357,2011,56500,1653,369,1801,2056,881,1435
22:32.5,270,669,712,2357,2012,57000,1653,368,1801,2056,883,1435
22:37.5,269,669,712,2357,2012,57000,1653,367,1802,2056,886,1436
22:42.5,268,670,713,2357,2011,57000,1653,365,1803,2056,887,1436
22:47.5,267,670,712,2357,2011,57500,1653,363,1804,2055,889,1436
22:52.5,267,670,713,2357,2011,57500,1653,362,1804,2055,891,1436
22:57.6,266,669,713,2357,2011,57500,1652,361,1804,2055,892,1436
23:02.6,266,670,713,2357,2012,58000,1652,359,1805,2055,894,1436
23:07.6,265,670,714,2357,2011,58000,1653,357,1806,2055,895,1437
23:12.6,264,670,714,2357,2012,58000,1652,356,1805,2054,897,1437
23:17.6,263,670,714,2357,2011,58000,1652,354,1806,2054,899,1437
23:22.6,263,670,714,2357,2011,58500,1652,354,1806,2053,900,1437
23:27.6,263,670,714,2357,2011,58500,1652,353,1807,2053,902,1437
23:32.6,262,670,714,2357,2011,58500,1652,352,1807,2053,903,1437
23:37.6,261,670,714,2357,2011,58500,1652,350,1807,2053,905,1437
23:42.6,261,670,714,2357,2011,59000,1652,349,1808,2052,906,1438
23:47.6,260,670,714,2357,2011,59000,1652,347,1808,2052,908,1437
23:52.6,260,670,715,2357,2011,59000,1652,346,1809,2052,909,1438
23:57.6,260,671,715,2357,2011,59000,1652,345,1809,2052,911,1438
24:02.6,260,671,715,2357,2011,59000,1652,344,1809,2052,912,1438
24:07.6,259,671,715,2357,2011,59500,1651,343,1809,2052,913,1438
24:12.6,258,671,715,2357,2011,59500,1651,340,1810,2051,915,1439
24:17.6,258,671,715,2357,2011,59500,1651,339,1810,2050,916,1439
24:22.6,258,671,715,2357,2011,59500,1651,338,1810,2050,917,1439
24:27.6,258,670,715,2356,2011,59500,1651,337,1810,2050,919,1439
24:32.6,257,671,715,2357,2011,59500,1651,336,1810,2050,920,1439
24:37.6,257,671,715,2356,2011,59500,1651,335,1812,2050,922,1440
24:42.6,256,671,715,2357,2011,60000,1651,333,1811,2049,923,1439
24:47.6,256,671,715,2357,2011,60000,1651,332,1812,2050,924,1440
24:52.6,256,671,715,2357,2011,60000,1650,332,1812,2049,925,1440
24:57.6,256,671,715,2357,2011,60000,1650,330,1812,2049,927,1440
25:02.6,255,671,715,2357,2011,60000,1650,329,1812,2049,928,1440
25:07.6,255,671,716,2356,2011,60000,1650,328,1813,2049,929,1440
25:12.6,255,671,716,2356,2011,60000,1649,327,1813,2048,930,1441
25:17.6,255,671,715,2356,2011,60000,1649,325,1813,2048,932,1441
25:22.6,255,671,716,2357,2011,60000,1649,324,1813,2048,933,1441
25:27.6,254,671,716,2357,2011,60500,1649,324,1813,2048,935,1441
25:32.6,254,671,716,2357,2012,60500,1649,322,1813,2047,935,1441
25:37.6,254,671,716,2356,2011,60500,1649,321,1813,2048,937,1441
25:42.6,253,671,716,2357,2011,60500,1647,320,1814,2048,938,1442
25:47.6,253,672,716,2357,2011,60500,1647,319,1814,2047,939,1442
25:52.6,253,672,717,2356,2011,60500,1647,318,1814,2047,940,1442
25:57.6,253,671,717,2357,2012,60500,1647,317,1814,2047,941,1442
26:02.6,252,671,717,2356,2011,60500,1647,316,1815,2047,942,1442
26:07.6,252,671,717,2356,2011,60500,1646,315,1815,2047,944,1442
26:12.6,252,671,717,2356,2011,61000,1646,313,1815,2047,946,1442
26:17.6,252,672,717,2357,2011,61000,1646,313,1815,2046,946,1442
26:22.6,252,671,717,2356,2011,61000,1645,311,1815,2046,947,1442
26:27.7,252,672,717,2356,2011,61000,1644,310,1815,2045,949,1443
26:32.7,252,672,717,2356,2011,61000,1644,308,1815,2045,950,1443
26:37.6,252,671,717,2356,2011,61000,1643,306,1816,2045,951,1443
26:42.7,251,672,717,2357,2011,61000,1643,308,1817,2045,952,1443
26:47.7,250,671,717,2356,2011,61000,1643,307,1817,2045,953,1443
26:52.7,251,671,718,2356,2011,61000,1643,306,1817,2045,955,1443
26:57.7,250,672,717,2357,2011,61500,1641,305,1817,2045,955,1444
27:02.7,250,672,718,2357,2011,61500,1641,303,1817,2045,957,1444
27:07.7,250,672,718,2356,2011,61500,1640,301,1817,2045,958,1444
27:12.7,250,672,718,2356,2011,61500,1640,300,1817,2044,959,1444
27:17.7,250,672,718,2356,2011,61500,1640,302,1818,2044,960,1444
27:22.7,249,672,718,2356,2011,61500,1638,300,1818,2044,961,1444
27:27.7,249,672,718,2356,2011,61500,1637,299,1818,2044,963,1444
27:32.7,249,673,718,2356,2011,61500,1636,299,1818,2044,963,1444
27:37.7,249,672,718,2356,2011,62000,1630,296,1818,2044,964,1445
27:42.7,248,672,718,2356,2011,62000,1629,295,1818,2044,966,1445
27:47.7,248,673,718,2357,2011,62000,1631,296,1819,2044,967,1445
27:52.7,248,673,718,2357,2011,62000,1629,296,1819,2044,968,1445
27:57.7,248,672,718,2356,2011,62000,1623,292,1819,2044,969,1445
28:02.7,247,673,719,2356,2011,62000,1624,292,1819,2043,970,1445
28:07.7,247,672,718,2356,2011,62000,1622,292,1820,2043,971,1445
28:12.7,247,673,719,2356,2011,62000,1622,292,1820,2043,972,1445
28:17.7,247,673,719,2356,2011,62000,1620,292,1820,2042,973,1445
28:22.7,247,673,719,2356,2011,62000,1621,292,1820,2042,974,1445
28:27.7,246,673,719,2356,2011,62500,1619,292,1820,2042,975,1445
28:32.7,246,673,719,2357,2011,62500,1616,290,1820,2042,976,1446
28:37.7,246,673,719,2356,2011,62500,1614,289,1820,2042,977,1446
28:42.7,246,673,719,2356,2011,62500,1610,288,1820,2042,978,1446
28:47.7,245,673,719,2356,2011,62500,1604,285,1820,2042,979,1446
28:52.7,245,673,720,2357,2011,62500,1602,284,1821,2042,980,1446
28:57.7,245,673,720,2356,2011,62500,1600,283,1821,2041,981,1447
29:02.7,245,673,720,2356,2011,62500,1599,283,1821,2042,982,1447
29:07.7,245,673,720,2356,2011,62500,1594,280,1821,2041,983,1447
29:12.7,245,673,720,2356,2011,62500,1593,280,1821,2041,984,1447
29:17.7,244,673,720,2356,2011,62500,1591,280,1821,2041,985,1447
29:22.7,244,673,720,2356,2011,62500,1589,279,1821,2041,985,1447
29:27.7,244,673,720,2356,2011,63000,1589,279,1821,2041,986,1447
29:32.7,244,673,720,2356,2011,63000,1588,278,1822,2041,988,1447
29:37.7,244,673,720,2356,2011,63000,1587,278,1822,2041,988,1447
29:42.7,244,673,720,2356,2011,63000,1586,278,1822,2041,989,1447
29:47.7,244,673,720,2356,2011,63000,1587,279,1822,2040,990,1447
29:52.7,244,673,720,2356,2011,63000,1582,277,1822,2041,991,1447
29:57.7,243,673,720,2356,2011,63000,1582,277,1822,2040,992,1448
30:02.7,243,673,720,2356,2011,63000,1582,277,1823,2040,993,1447
30:07.7,243,673,720,2356,2011,63000,1580,275,1822,2040,993,1448
30:12.7,242,673,720,2356,2011,63000,1577,275,1823,2040,994,1448
30:17.7,243,673,720,2356,2011,63000,1575,275,1823,2040,995,1448
30:22.7,242,673,720,2356,2011,63000,1574,274,1823,2039,996,1448
30:27.7,242,673,720,2356,2011,63000,1572,274,1823,2040,997,1448
30:32.7,242,673,721,2356,2011,63000,1569,272,1823,2039,997,1448
30:37.7,242,673,720,2355,2011,63000,1567,272,1823,2039,999,1448
30:42.8,242,673,721,2356,2011,63000,1565,271,1823,2039,999,1448
30:47.8,242,673,720,2356,2011,63000,1563,270,1823,2039,1000,1448
30:52.8,242,673,721,2356,2011,63000,1561,269,1823,2039,1000,1448
30:57.8,242,673,721,2356,2011,63500,1564,270,1823,2039,1001,1448
31:02.8,242,673,721,2356,2011,63500,1561,270,1823,2039,1002,1449
31:07.8,242,673,721,2356,2011,63500,1557,267,1823,2039,1003,1448
31:12.8,242,673,721,2356,2011,63500,1555,267,1823,2039,1004,1449
31:17.7,242,673,721,2356,2011,63500,1566,272,1823,2039,1005,1450
31:22.7,242,673,721,2356,2011,63500,1566,272,1824,2039,1005,1449
31:27.8,241,673,721,2356,2011,63500,1564,272,1824,2038,1006,1449
31:32.8,241,673,721,2356,2011,63500,1562,271,1824,2039,1007,1450
31:37.8,241,673,721,2356,2011,63500,1561,270,1824,2039,1007,1449
31:42.8,241,673,721,2356,2011,63500,1559,270,1824,2039,1008,1450
31:47.8,241,673,721,2355,2011,63500,1558,269,1824,2039,1009,1450
31:52.8,241,673,722,2356,2011,63500,1551,266,1824,2038,1010,1450
31:57.8,241,673,722,2356,2011,63500,1548,266,1824,2038,1010,1450
32:02.8,241,673,722,2357,2011,63500,1547,264,1824,2038,1011,1450
32:07.8,241,673,722,2356,2011,63500,1546,264,1824,2038,1011,1450
32:12.8,241,673,721,2356,2011,63500,1544,263,1824,2038,1012,1450
32:17.8,241,673,722,2356,2011,63500,1542,263,1824,2037,1013,1450
32:22.8,240,673,722,2356,2011,63500,1540,262,1824,2037,1013,1450
32:27.8,240,673,722,2355,2011,63500,1538,261,1824,2038,1014,1450
32:32.8,241,673,721,2356,2011,63500,1538,261,1824,2037,1015,1450
32:37.8,240,673,722,2356,2011,63500,1535,260,1824,2037,1016,1451
32:42.8,241,674,722,2356,2011,63500,1530,258,1824,2037,1016,1451
32:47.8,240,673,722,2356,2011,63500,1529,258,1825,2037,1017,1450
32:52.8,240,673,722,2356,2011,64000,1527,257,1825,2037,1018,1450
32:57.8,240,674,722,2356,2011,64000,1529,258,1825,2037,1018,1451
33:02.8,240,674,722,2356,2011,64000,1524,256,1825,2037,1019,1450
33:07.8,240,673,722,2356,2011,64000,1524,256,1825,2037,1019,1451
33:12.8,240,673,722,2356,2011,64000,1521,255,1825,2037,1020,1451
33:17.8,240,674,722,2356,2011,64000,1522,256,1825,2037,1021,1451
33:22.9,239,674,722,2356,2011,64000,1522,256,1825,2037,1021,1451
33:27.8,239,673,722,2356,2011,64000,1521,256,1825,2037,1022,1451
33:32.9,239,673,722,2356,2011,64000,1518,255,1825,2036,1022,1451
33:37.9,240,674,722,2356,2011,64000,1516,255,1825,2037,1023,1452
33:42.9,239,674,722,2356,2011,64000,1518,255,1826,2037,1024,1452
33:47.9,239,673,722,2356,2011,64000,1515,254,1825,2036,1024,1452
33:52.9,239,674,722,2356,2011,64000,1512,253,1826,2036,1025,1452
33:57.9,239,674,722,2356,2011,64000,1483,240,1826,2036,1026,1452
34:02.9,239,674,722,2355,2011,64000,1478,239,1826,2036,1026,1452
34:07.9,239,674,722,2356,2011,64000,1477,238,1826,2036,1027,1452
34:12.9,239,674,722,2356,2011,64000,1472,236,1826,2036,1027,1452
34:17.9,238,674,722,2355,2011,64000,1465,234,1826,2036,1028,1452
34:22.9,238,674,722,2356,2011,64000,1461,233,1826,2036,1029,1452
34:27.9,238,674,722,2356,2011,64000,1454,230,1826,2036,1029,1452
34:32.9,238,674,722,2355,2011,64000,1450,230,1826,2036,1030,1452
34:37.9,238,674,723,2356,2011,64000,1442,227,1826,2036,1030,1452
34:42.9,238,674,723,2355,2011,64500,1422,221,1826,2036,1031,1452
34:47.9,238,674,722,2356,2011,64500,1416,220,1826,2036,1032,1452
34:52.9,238,673,722,2356,2011,64500,1420,221,1826,2036,1032,1452
34:57.9,238,674,723,2356,2011,64500,1411,219,1826,2036,1033,1452
35:02.9,238,674,722,2356,2011,64500,1465,236,1827,2036,1033,1452
35:07.9,238,673,723,2355,2011,64500,1432,229,1827,2036,1033,1453
35:12.9,238,674,723,2356,2011,64500,1425,221,1826,2036,1034,1453
35:17.9,238,674,722,2356,2011,64500,1374,214,1826,2036,1035,1452
35:22.9,238,674,723,2356,2011,64500,1393,216,1826,2036,1035,1453
35:27.9,238,674,723,2356,2011,64500,1368,212,1827,2036,1035,1453
35:32.9,238,674,723,2356,2011,64500,1473,238,1826,2035,1036,1453
35:37.9,238,674,723,2355,2011,64500,1357,213,1826,2035,1036,1453
35:42.9,237,674,723,2355,2011,64500,1351,213,1827,2036,1037,1453
35:47.9,238,674,723,2356,2011,64500,1353,213,1827,2035,1038,1453
35:52.9,237,674,723,2356,2011,64500,1338,213,1827,2036,1038,1453
35:58.0,237,674,723,2356,2011,64500,1339,213,1827,2035,1038,1453
36:02.9,237,674,723,2356,2011,64500,1408,220,1827,2035,1039,1453
36:08.0,237,674,723,2356,2011,64500,1405,219,1827,2035,1040,1453
36:13.0,237,674,723,2356,2011,64500,1405,219,1827,2035,1040,1453
36:18.0,237,674,723,2355,2011,64500,1405,219,1827,2035,1041,1453
36:23.0,237,673,723,2356,2011,64500,1405,219,1827,2035,1041,1453
36:28.0,237,674,723,2355,2011,64500,1403,218,1827,2035,1041,1453
36:33.0,237,675,723,2356,2011,64500,1400,218,1827,2034,1042,1453
36:38.0,237,674,723,2356,2011,64500,1399,219,1827,2034,1043,1453
36:43.0,237,674,723,2355,2011,64500,1400,219,1827,2034,1043,1453
36:48.0,237,675,723,2356,2011,64500,1397,219,1827,2034,1043,1454
36:53.0,236,674,723,2355,2011,64500,1396,218,1827,2034,1044,1454
36:58.0,236,674,723,2355,2011,64500,1395,218,1828,2034,1044,1454
37:03.0,237,674,723,2356,2011,64500,1397,217,1827,2034,1044,1454
37:08.0,236,674,723,2355,2011,64500,1324,211,1828,2034,1045,1454
37:13.0,236,674,723,2356,2011,64500,1398,217,1828,2034,1045,1454
37:18.0,236,674,723,2356,2011,64500,1395,217,1828,2034,1046,1454
37:23.0,236,674,723,2356,2011,64500,1395,217,1828,2034,1046,1454
37:28.0,236,674,723,2356,2011,64500,1395,217,1828,2034,1047,1454
37:33.1,236,674,723,2356,2011,64500,1394,217,1828,2034,1047,1454
37:38.1,236,674,723,2356,2011,65000,1392,217,1828,2034,1047,1455
37:43.1,236,674,723,2356,2011,65000,1315,211,1828,2034,1048,1455
37:48.1,236,674,723,2355,2011,65000,1315,211,1828,2034,1048,1454
37:53.1,236,674,723,2356,2011,65000,1308,211,1828,2034,1049,1454
37:58.1,236,674,723,2356,2011,65000,1387,217,1828,2034,1049,1455
38:03.1,236,674,723,2355,2011,65000,1389,217,1828,2034,1050,1455
38:08.1,236,674,724,2356,2011,65000,1386,216,1828,2034,1050,1455
38:13.1,236,675,723,2356,2011,65000,1390,217,1828,2034,1050,1455
38:18.1,236,674,723,2355,2011,65000,1388,217,1828,2034,1051,1455
38:23.1,236,675,724,2355,2011,65000,1392,217,1828,2034,1051,1455
38:28.1,236,675,723,2355,2011,65000,1390,217,1828,2034,1051,1455
38:33.1,236,674,723,2356,2011,65000,1390,217,1828,2034,1052,1455
38:38.1,236,674,723,2356,2011,65000,1301,211,1828,2034,1052,1455
38:43.1,236,674,723,2356,2011,65000,1306,211,1828,2034,1052,1455
38:48.1,236,674,724,2356,2011,65000,1295,212,1828,2034,1053,1455
38:53.1,236,674,723,2356,2011,65000,1287,212,1828,2034,1054,1455
38:58.1,236,675,724,2356,2011,65000,1297,211,1828,2034,1054,1455
39:03.1,236,675,723,2356,2011,65000,1296,211,1828,2034,1054,1455
39:08.1,236,674,724,2356,2011,65000,1291,212,1828,2033,1054,1455
39:13.1,236,674,723,2356,2011,65000,1281,213,1828,2033,1055,1455
39:18.2,236,675,723,2356,2011,65000,1286,212,1828,2034,1055,1455
39:23.2,235,675,724,2356,2011,65000,1289,211,1828,2034,1055,1455
39:28.1,235,674,724,2355,2011,65000,1288,212,1829,2033,1056,1455
39:33.2,235,674,724,2356,2011,65000,1289,212,1829,2033,1056,1455
39:38.2,235,674,723,2356,2011,65000,1288,212,1829,2033,1057,1455
39:43.2,235,675,724,2356,2011,65000,1290,212,1828,2033,1057,1455
39:48.2,235,675,724,2356,2011,65000,1287,213,1829,2033,1057,1455
39:53.2,234,675,724,2356,2011,65000,1290,211,1828,2033,1058,1455
39:58.2,235,675,724,2356,2011,65000,1288,212,1829,2034,1058,1455
40:03.2,235,675,724,2356,2011,65000,1287,212,1829,2033,1058,1456
40:08.2,234,674,724,2356,2011,65000,1287,212,1829,2033,1059,1455
40:13.2,234,674,723,2355,2011,65000,1286,212,1829,2033,1059,1456
40:18.2,235,675,724,2356,2011,65000,1284,212,1829,2033,1059,1456
40:23.2,234,675,724,2356,2011,65000,1285,212,1829,2033,1059,1456
40:28.2,234,675,724,2355,2011,65000,1285,212,1829,2033,1060,1456
40:33.2,235,675,724,2356,2011,65000,1286,212,1829,2033,1060,1456
40:38.2,234,675,724,2356,2011,65000,1284,212,1829,2033,1060,1456
40:43.2,234,675,724,2356,2011,65000,1286,211,1828,2033,1061,1456
40:48.2,234,675,724,2356,2011,65000,1285,212,1829,2033,1061,1456
40:53.2,234,675,724,2356,2011,65000,1281,213,1829,2033,1061,1456
40:58.2,235,674,724,2356,2011,65000,1280,212,1828,2033,1062,1456
41:03.2,234,675,724,2356,2011,65000,1279,212,1829,2033,1062,1456
41:08.2,234,675,724,2356,2011,65000,1277,212,1829,2033,1062,1456
41:13.2,234,675,724,2356,2011,65000,1276,213,1829,2033,1063,1456
41:18.3,234,675,724,2356,2011,65000,1275,213,1829,2033,1063,1456
41:23.3,234,675,724,2356,2011,65000,1275,212,1828,2033,1063,1456
41:28.3,234,675,724,2356,2011,65000,1275,212,1829,2033,1063,1456
41:33.3,234,674,724,2356,2011,65000,1273,212,1829,2033,1063,1456
41:38.3,234,675,724,2356,2011,65500,1271,213,1829,2033,1064,1456
41:43.3,234,675,724,2356,2011,65500,1270,212,1829,2033,1065,1456
41:48.3,234,674,724,2355,2011,65500,1271,212,1829,2033,1065,1456
41:53.3,234,675,725,2356,2011,65500,1270,212,1829,2033,1065,1456
41:58.3,234,675,724,2356,2011,65500,1271,213,1829,2032,1065,1456
42:03.3,234,674,724,2356,2011,65500,1270,213,1829,2033,1065,1456
42:08.3,234,675,725,2355,2011,65500,1268,213,1829,2033,1065,1456
42:13.3,234,675,724,2356,2011,65500,1268,212,1829,2033,1066,1456
42:18.3,234,675,725,2356,2011,65500,1267,212,1829,2033,1066,1456
42:23.3,234,675,725,2356,2011,65500,1266,213,1829,2033,1066,1457
42:28.3,234,675,725,2356,2011,65500,1264,213,1829,2033,1066,1456
42:33.3,234,675,725,2355,2011,65500,1265,213,1829,2033,1067,1456
42:38.3,234,675,724,2356,2011,65500,1265,213,1829,2032,1067,1456
42:43.3,234,675,725,2356,2011,65500,1264,213,1829,2032,1067,1456
42:48.3,234,675,725,2355,2011,65500,1266,213,1829,2033,1068,1456
42:53.3,234,675,724,2356,2011,65500,1262,213,1830,2033,1068,1456
42:58.3,233,675,725,2356,2011,65500,1264,213,1829,2033,1068,1457
43:03.3,233,674,725,2356,2011,65500,1259,213,1829,2033,1068,1457
43:08.3,233,675,725,2356,2011,65500,1262,213,1829,2032,1069,1456
43:13.3,233,675,725,2356,2011,65500,1257,213,1829,2032,1069,1457
43:18.3,233,675,725,2356,2011,65500,1256,213,1829,2032,1069,1457
43:23.3,233,675,725,2356,2011,65500,1255,213,1829,2032,1069,1457
43:28.3,233,675,725,2356,2011,65500,1253,214,1829,2032,1069,1457
43:33.3,233,675,725,2355,2011,65500,1321,213,1829,2032,1070,1457
43:38.3,233,675,725,2355,2011,65500,1320,212,1829,2032,1070,1457
43:43.3,233,675,725,2355,2011,65500,1321,213,1829,2033,1071,1457
43:48.3,233,675,725,2356,2011,65500,1319,213,1829,2032,1071,1457
43:53.3,233,675,725,2356,2011,65500,1318,212,1829,2032,1071,1457
